T	X[nTp]	Y[nTp]
3.832	0	-3.94168e-036
3.836	0	-3.6002e-036
3.84	0	-3.28829e-036
3.844	0	-3.00338e-036
3.848	0	-2.74314e-036
3.852	0	-2.50544e-036
3.856	0	-2.28833e-036
3.86	0	-2.09002e-036
3.864	0	-1.90888e-036
3.868	0	-1.74343e-036
3.872	0	-1.59232e-036
3.876	0	-1.45429e-036
3.88	0	-1.32823e-036
3.884	0	-1.21308e-036
3.888	0	-1.10791e-036
3.892	0	-1.01185e-036
3.896	0	-9.24119e-037
3.9	0	-8.43987e-037
3.904	0	-7.708e-037
3.908	0	-7.03955e-037
3.912	0	-6.42904e-037
3.916	0	-5.87144e-037
3.92	0	-5.36218e-037
3.924	0	-4.89706e-037
3.928	0	-4.47226e-037
3.932	0	-4.08429e-037
3.936	0	-3.72995e-037
3.94	0	-3.40634e-037
3.944	0	-3.11078e-037
3.948	0	-2.84086e-037
3.952	0	-2.59434e-037
3.956	0	-2.3692e-037
3.96	0	-2.16359e-037
3.964	0	-1.97581e-037
3.968	0	-1.80431e-037
3.972	0	-1.6477e-037
3.976	0	-1.50467e-037
3.98	0	-1.37404e-037
3.984	0	-1.25475e-037
3.988	0	-1.14581e-037
3.992	0	-1.04633e-037
3.996	0	-9.55473e-038
